variant,cluster_id,prompt_id,primary_mood,persona_id,warm,rotation,rank,tmdb_id,title,mood_coverage,evidence_source,runtime_satisfied,era_satisfied,duration_ms
"control","p007:cold_general","p007","funny","cold_general",false,8,3,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,20.764
"control","p007:cold_general","p007","funny","cold_general",false,9,1,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,20.182
"control","p007:warm_thriller","p007","funny","warm_thriller",true,0,1,20352,"Despicable Me",0.5000,GENRE_ONLY,true,true,29.692
"control","p007:warm_thriller","p007","funny","warm_thriller",true,0,2,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,29.692
"control","p007:warm_thriller","p007","funny","warm_thriller",true,1,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,28.116
"control","p007:warm_thriller","p007","funny","warm_thriller",true,1,2,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,28.116
"control","p007:warm_thriller","p007","funny","warm_thriller",true,2,1,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,34.071
"control","p007:warm_thriller","p007","funny","warm_thriller",true,2,2,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,34.071
"control","p007:warm_thriller","p007","funny","warm_thriller",true,2,3,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,34.071
"control","p007:warm_thriller","p007","funny","warm_thriller",true,2,4,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,34.071
"control","p007:warm_thriller","p007","funny","warm_thriller",true,2,5,259694,"How to Be Single",0.5000,GENRE_ONLY,false,true,34.071
"control","p007:warm_thriller","p007","funny","warm_thriller",true,3,1,20352,"Despicable Me",0.5000,GENRE_ONLY,true,true,38.357
"control","p007:warm_thriller","p007","funny","warm_thriller",true,3,2,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,38.357
"control","p007:warm_thriller","p007","funny","warm_thriller",true,4,1,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,31.805
"control","p007:warm_thriller","p007","funny","warm_thriller",true,4,2,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,31.805
"control","p007:warm_thriller","p007","funny","warm_thriller",true,4,3,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,31.805
"control","p007:warm_thriller","p007","funny","warm_thriller",true,5,1,38757,"Tangled",0.5000,GENRE_ONLY,true,true,32.353
"control","p007:warm_thriller","p007","funny","warm_thriller",true,6,1,150540,"Inside Out",0.5000,GENRE_ONLY,true,true,34.452
"control","p007:warm_thriller","p007","funny","warm_thriller",true,6,2,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,34.452
"control","p007:warm_thriller","p007","funny","warm_thriller",true,6,3,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,34.452
"control","p007:warm_thriller","p007","funny","warm_thriller",true,6,4,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,34.452
"control","p007:warm_thriller","p007","funny","warm_thriller",true,7,1,412117,"The Secret Life of Pets 2",0.5000,GENRE_ONLY,true,true,32.471
"control","p007:warm_thriller","p007","funny","warm_thriller",true,7,2,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,32.471
"control","p007:warm_thriller","p007","funny","warm_thriller",true,8,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,27.537
"control","p007:warm_thriller","p007","funny","warm_thriller",true,8,2,400928,"Gifted",0.5000,GENRE_ONLY,true,true,27.537
"control","p007:warm_thriller","p007","funny","warm_thriller",true,8,3,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,27.537
"control","p007:warm_thriller","p007","funny","warm_thriller",true,8,4,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,27.537
"control","p007:warm_thriller","p007","funny","warm_thriller",true,9,1,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,26.092
"control","p007:warm_thriller","p007","funny","warm_thriller",true,9,2,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,26.092
"control","p007:warm_thriller","p007","funny","warm_thriller",true,9,3,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,26.092
"control","p007:warm_thriller","p007","funny","warm_thriller",true,9,4,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,26.092
"control","p007:warm_comfort","p007","funny","warm_comfort",true,0,1,10193,"Toy Story 3",0.5000,GENRE_ONLY,true,true,28.612
"control","p007:warm_comfort","p007","funny","warm_comfort",true,0,2,82690,"Wreck-It Ralph",0.5000,GENRE_ONLY,true,true,28.612
"control","p007:warm_comfort","p007","funny","warm_comfort",true,0,3,177572,"Big Hero 6",0.5000,GENRE_ONLY,true,true,28.612
"control","p007:warm_comfort","p007","funny","warm_comfort",true,0,4,400928,"Gifted",0.5000,GENRE_ONLY,true,true,28.612
"control","p007:warm_comfort","p007","funny","warm_comfort",true,0,5,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,28.612
"control","p007:warm_comfort","p007","funny","warm_comfort",true,1,1,38757,"Tangled",0.5000,GENRE_ONLY,true,true,31.610
"control","p007:warm_comfort","p007","funny","warm_comfort",true,1,2,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,31.610
"control","p007:warm_comfort","p007","funny","warm_comfort",true,1,3,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,31.610
"control","p007:warm_comfort","p007","funny","warm_comfort",true,1,4,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,31.610
"control","p007:warm_comfort","p007","funny","warm_comfort",true,1,5,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,31.610
"control","p007:warm_comfort","p007","funny","warm_comfort",true,2,1,10193,"Toy Story 3",0.5000,GENRE_ONLY,true,true,33.171
"control","p007:warm_comfort","p007","funny","warm_comfort",true,2,2,354912,"Coco",0.5000,GENRE_ONLY,true,true,33.171
"control","p007:warm_comfort","p007","funny","warm_comfort",true,2,3,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,33.171
"control","p007:warm_comfort","p007","funny","warm_comfort",true,2,4,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,33.171
"control","p007:warm_comfort","p007","funny","warm_comfort",true,2,5,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,33.171
"control","p007:warm_comfort","p007","funny","warm_comfort",true,3,1,82690,"Wreck-It Ralph",0.5000,GENRE_ONLY,true,true,28.971
"control","p007:warm_comfort","p007","funny","warm_comfort",true,3,2,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,28.971
"control","p007:warm_comfort","p007","funny","warm_comfort",true,3,3,400928,"Gifted",0.5000,GENRE_ONLY,true,true,28.971
"control","p007:warm_comfort","p007","funny","warm_comfort",true,3,4,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,28.971
"control","p007:warm_comfort","p007","funny","warm_comfort",true,3,5,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,28.971
"control","p007:warm_comfort","p007","funny","warm_comfort",true,4,1,260514,"Cars 3",0.5000,GENRE_ONLY,true,true,30.228
"control","p007:warm_comfort","p007","funny","warm_comfort",true,4,2,400928,"Gifted",0.5000,GENRE_ONLY,true,true,30.228
"control","p007:warm_comfort","p007","funny","warm_comfort",true,4,3,354912,"Coco",0.5000,GENRE_ONLY,true,true,30.228
"control","p007:warm_comfort","p007","funny","warm_comfort",true,4,4,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,30.228
"control","p007:warm_comfort","p007","funny","warm_comfort",true,4,5,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,30.228
"control","p007:warm_comfort","p007","funny","warm_comfort",true,5,1,82690,"Wreck-It Ralph",0.5000,GENRE_ONLY,true,true,28.144
"control","p007:warm_comfort","p007","funny","warm_comfort",true,5,2,177572,"Big Hero 6",0.5000,GENRE_ONLY,true,true,28.144
"control","p007:warm_comfort","p007","funny","warm_comfort",true,5,3,20352,"Despicable Me",0.5000,GENRE_ONLY,true,true,28.144
"control","p007:warm_comfort","p007","funny","warm_comfort",true,5,4,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,28.144
"control","p007:warm_comfort","p007","funny","warm_comfort",true,5,5,354912,"Coco",0.5000,GENRE_ONLY,true,true,28.144
"control","p007:warm_comfort","p007","funny","warm_comfort",true,6,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,30.680
"control","p007:warm_comfort","p007","funny","warm_comfort",true,6,2,82690,"Wreck-It Ralph",0.5000,GENRE_ONLY,true,true,30.680
"control","p007:warm_comfort","p007","funny","warm_comfort",true,6,3,177572,"Big Hero 6",0.5000,GENRE_ONLY,true,true,30.680
"control","p007:warm_comfort","p007","funny","warm_comfort",true,6,4,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,30.680
"control","p007:warm_comfort","p007","funny","warm_comfort",true,6,5,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,30.680
"control","p007:warm_comfort","p007","funny","warm_comfort",true,7,1,214756,"Ted 2",0.5000,GENRE_ONLY,false,true,28.319
"control","p007:warm_comfort","p007","funny","warm_comfort",true,8,1,177572,"Big Hero 6",0.5000,GENRE_ONLY,true,true,30.672
"control","p007:warm_comfort","p007","funny","warm_comfort",true,8,2,38757,"Tangled",0.5000,GENRE_ONLY,true,true,30.672
"control","p007:warm_comfort","p007","funny","warm_comfort",true,8,3,400928,"Gifted",0.5000,GENRE_ONLY,true,true,30.672
"control","p007:warm_comfort","p007","funny","warm_comfort",true,8,4,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,30.672
"control","p007:warm_comfort","p007","funny","warm_comfort",true,9,1,412117,"The Secret Life of Pets 2",0.5000,GENRE_ONLY,true,true,31.013
"control","p007:warm_comfort","p007","funny","warm_comfort",true,9,2,150540,"Inside Out",0.5000,GENRE_ONLY,true,true,31.013
"control","p007:warm_comfort","p007","funny","warm_comfort",true,9,3,38757,"Tangled",0.5000,GENRE_ONLY,true,true,31.013
"control","p007:warm_comfort","p007","funny","warm_comfort",true,9,4,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,31.013
"control","p007:warm_comfort","p007","funny","warm_comfort",true,9,5,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,31.013
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,0,1,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,31.526
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,0,2,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,31.526
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,0,3,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,31.526
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,1,1,286687,"Love Lesson",0.5000,GENRE_ONLY,true,true,34.827
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,1,2,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,34.827
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,1,3,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,34.827
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,1,4,269149,"Zootopia",0.5000,GENRE_ONLY,false,true,34.827
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,1,150540,"Inside Out",0.5000,GENRE_ONLY,true,true,29.494
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,2,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,29.494
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,3,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,29.494
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,4,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,29.494
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,2,5,38757,"Tangled",0.5000,GENRE_ONLY,true,true,29.494
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,3,1,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,29.499
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,3,2,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,29.499
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,3,3,412117,"The Secret Life of Pets 2",0.5000,GENRE_ONLY,true,true,29.499
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,4,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,26.708
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,4,2,286687,"Love Lesson",0.5000,GENRE_ONLY,true,true,26.708
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,4,3,105864,"The Good Dinosaur",0.5000,GENRE_ONLY,true,true,26.708
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,4,4,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,26.708
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,5,1,400928,"Gifted",0.5000,GENRE_ONLY,true,true,25.877
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,5,2,286687,"Love Lesson",0.5000,GENRE_ONLY,true,true,25.877
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,6,1,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,26.035
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,7,1,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,25.478
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,7,2,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,25.478
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,7,3,77338,"The Intouchables",0.5000,GENRE_ONLY,false,true,25.478
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,8,1,109445,"Frozen",1.0000,OVERVIEW_ONLY,true,true,25.394
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,8,2,372058,"Your Name.",0.5000,GENRE_ONLY,false,true,25.394
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,8,3,567609,"Ready or Not",0.5000,GENRE_ONLY,true,true,25.394
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,8,4,324857,"Spider-Man: Into the Spider-Verse",0.5000,GENRE_ONLY,false,true,25.394
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,9,1,400928,"Gifted",0.5000,GENRE_ONLY,true,true,25.766
"control","p007:warm_cerebral","p007","funny","warm_cerebral",true,9,2,259694,"How to Be Single",0.5000,GENRE_ONLY,false,true,25.766
"control","p008:cold_general","p008","tense","cold_general",false,0,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,true,true,18.313
"control","p008:cold_general","p008","tense","cold_general",false,0,2,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,18.313
"control","p008:cold_general","p008","tense","cold_general",false,0,3,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,18.313
"control","p008:cold_general","p008","tense","cold_general",false,0,4,1641319,"Sniper: No Nation",0.5000,OVERVIEW_ONLY,true,true,18.313
"control","p008:cold_general","p008","tense","cold_general",false,0,5,14638,"The Killers",0.5000,GENRE_ONLY,true,true,18.313
"control","p008:cold_general","p008","tense","cold_general",false,1,1,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,21.152
"control","p008:cold_general","p008","tense","cold_general",false,1,2,1480387,"undertone",0.5000,GENRE_ONLY,true,true,21.152
"control","p008:cold_general","p008","tense","cold_general",false,1,3,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,21.152
"control","p008:cold_general","p008","tense","cold_general",false,1,4,1641319,"Sniper: No Nation",0.5000,OVERVIEW_ONLY,true,true,21.152
"control","p008:cold_general","p008","tense","cold_general",false,1,5,1011985,"Kung Fu Panda 4",0.5000,GENRE_ONLY,true,true,21.152
"control","p008:cold_general","p008","tense","cold_general",false,2,1,1470130,"The Mortuary Assistant",0.5000,GENRE_ONLY,true,true,22.186
"control","p008:cold_general","p008","tense","cold_general",false,2,2,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,22.186
"control","p008:cold_general","p008","tense","cold_general",false,2,3,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,22.186
"control","p008:cold_general","p008","tense","cold_general",false,2,4,1641319,"Sniper: No Nation",0.5000,OVERVIEW_ONLY,true,true,22.186
"control","p008:cold_general","p008","tense","cold_general",false,2,5,1066313,"The Draft!",0.5000,OVERVIEW_ONLY,true,true,22.186
"control","p008:cold_general","p008","tense","cold_general",false,3,1,1613798,"Vengeance",0.5000,GENRE_ONLY,true,true,24.425
"control","p008:cold_general","p008","tense","cold_general",false,3,2,1480387,"undertone",0.5000,GENRE_ONLY,true,true,24.425
"control","p008:cold_general","p008","tense","cold_general",false,3,3,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,24.425
"control","p008:cold_general","p008","tense","cold_general",false,3,4,1066313,"The Draft!",0.5000,OVERVIEW_ONLY,true,true,24.425
"control","p008:cold_general","p008","tense","cold_general",false,3,5,1539104,"JUJUTSU KAISEN: Execution",0.5000,GENRE_ONLY,true,true,24.425
"control","p008:cold_general","p008","tense","cold_general",false,4,1,1367763,"Lilly Lives Alone",1.0000,OVERVIEW_ONLY,true,true,20.732
"control","p008:cold_general","p008","tense","cold_general",false,4,2,1084577,"Balls Up",0.5000,GENRE_ONLY,true,true,20.732
"control","p008:cold_general","p008","tense","cold_general",false,4,3,1641319,"Sniper: No Nation",0.5000,OVERVIEW_ONLY,true,true,20.732
"control","p008:cold_general","p008","tense","cold_general",false,4,4,1480387,"undertone",0.5000,GENRE_ONLY,true,true,20.732
"control","p008:cold_general","p008","tense","cold_general",false,4,5,1196067,"Worldbreaker",0.5000,OVERVIEW_ONLY,true,true,20.732
"control","p008:cold_general","p008","tense","cold_general",false,5,1,1613798,"Vengeance",0.5000,GENRE_ONLY,true,true,25.721
"control","p008:cold_general","p008","tense","cold_general",false,5,2,1470130,"The Mortuary Assistant",0.5000,GENRE_ONLY,true,true,25.721
"control","p008:cold_general","p008","tense","cold_general",false,5,3,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,25.721
"control","p008:cold_general","p008","tense","cold_general",false,5,4,1218925,"Chainsaw Man - The Movie: Reze Arc",0.5000,OVERVIEW_ONLY,true,true,25.721
"control","p008:cold_general","p008","tense","cold_general",false,5,5,1084187,"Pretty Lethal",0.5000,OVERVIEW_ONLY,true,true,25.721
"control","p008:cold_general","p008","tense","cold_general",false,6,1,1613798,"Vengeance",0.5000,GENRE_ONLY,true,true,29.825
"control","p008:cold_general","p008","tense","cold_general",false,6,2,840464,"Greenland 2: Migration",0.5000,GENRE_ONLY,true,true,29.825
"control","p008:cold_general","p008","tense","cold_general",false,6,3,1290417,"Thrash",0.5000,GENRE_ONLY,true,true,29.825
"control","p008:cold_general","p008","tense","cold_general",false,6,4,1011985,"Kung Fu Panda 4",0.5000,GENRE_ONLY,true,true,29.825
